version,question,noun,masculine_adjective,feminine_adjective
3,89,vestidor,forzudo/forzuda,despampanante
3,90,vestidor,forzudo/forzuda,sentimental
3,91,vestidor,primitivo/primitiva,femenino/femenina
3,92,vestidor,primitivo/primitiva,virgen
3,93,vestidor,primitivo/primitiva,sensual
3,94,vestidor,primitivo/primitiva,sexy
3,95,vestidor,primitivo/primitiva,despampanante
3,96,vestidor,primitivo/primitiva,sentimental
3,97,vestidor,vaquero/vaquera,femenino/femenina
3,98,vestidor,vaquero/vaquera,virgen
3,99,vestidor,vaquero/vaquera,sensual
3,100,vestidor,vaquero/vaquera,sexy
3,101,vestidor,vaquero/vaquera,despampanante
3,102,vestidor,vaquero/vaquera,sentimental
3,103,vestidor,poderoso/poderosa,femenino/femenina
3,104,vestidor,poderoso/poderosa,virgen
3,105,vestidor,poderoso/poderosa,sensual
3,106,vestidor,poderoso/poderosa,sexy
3,107,vestidor,poderoso/poderosa,despampanante
3,108,vestidor,poderoso/poderosa,sentimental
4,1,uña,masculino/masculina,femenino/femenina
4,2,uña,masculino/masculina,virgen
4,3,uña,masculino/masculina,sensual
4,4,uña,masculino/masculina,sexy
4,5,uña,masculino/masculina,despampanante
4,6,uña,masculino/masculina,sentimental
4,7,uña,macho,femenino/femenina
4,8,uña,macho,virgen
4,9,uña,macho,sensual
4,10,uña,macho,sexy
4,11,uña,macho,despampanante
4,12,uña,macho,sentimental
4,13,uña,forzudo/forzuda,femenino/femenina
4,14,uña,forzudo/forzuda,virgen
4,15,uña,forzudo/forzuda,sensual
4,16,uña,forzudo/forzuda,sexy
4,17,uña,forzudo/forzuda,despampanante
4,18,uña,forzudo/forzuda,sentimental
4,19,uña,primitivo/primitiva,femenino/femenina
4,20,uña,primitivo/primitiva,virgen
4,21,uña,primitivo/primitiva,sensual
4,22,uña,primitivo/primitiva,sexy
4,23,uña,primitivo/primitiva,despampanante
4,24,uña,primitivo/primitiva,sentimental
4,25,uña,vaquero/vaquera,femenino/femenina
4,26,uña,vaquero/vaquera,virgen
4,27,uña,vaquero/vaquera,sensual
4,28,uña,vaquero/vaquera,sexy
4,29,uña,vaquero/vaquera,despampanante
4,30,uña,vaquero/vaquera,sentimental
4,31,uña,poderoso/poderosa,femenino/femenina
4,32,uña,poderoso/poderosa,virgen
4,33,uña,poderoso/poderosa,sensual
4,34,uña,poderoso/poderosa,sexy
4,35,uña,poderoso/poderosa,despampanante
4,36,uña,poderoso/poderosa,sentimental
4,37,collar,masculino/masculina,femenino/femenina
4,38,collar,masculino/masculina,virgen
4,39,collar,masculino/masculina,sensual
4,40,collar,masculino/masculina,sexy
4,41,collar,masculino/masculina,despampanante
4,42,collar,masculino/masculina,sentimental
4,43,collar,macho,femenino/femenina
4,44,collar,macho,virgen
4,45,collar,macho,sensual
4,46,collar,macho,sexy
4,47,collar,macho,despampanante
4,48,collar,macho,sentimental
4,49,collar,forzudo/forzuda,femenino/femenina
4,50,collar,forzudo/forzuda,virgen
4,51,collar,forzudo/forzuda,sensual
4,52,collar,forzudo/forzuda,sexy
4,53,collar,forzudo/forzuda,despampanante
4,54,collar,forzudo/forzuda,sentimental
4,55,collar,primitivo/primitiva,femenino/femenina
4,56,collar,primitivo/primitiva,virgen
4,57,collar,primitivo/primitiva,sensual
4,58,collar,primitivo/primitiva,sexy
4,59,collar,primitivo/primitiva,despampanante
4,60,collar,primitivo/primitiva,sentimental
4,61,collar,vaquero/vaquera,femenino/femenina
4,62,collar,vaquero/vaquera,virgen
4,63,collar,vaquero/vaquera,sensual
4,64,collar,vaquero/vaquera,sexy
4,65,collar,vaquero/vaquera,despampanante
4,66,collar,vaquero/vaquera,sentimental
4,67,collar,poderoso/poderosa,femenino/femenina
4,68,collar,poderoso/poderosa,virgen
4,69,collar,poderoso/poderosa,sensual
4,70,collar,poderoso/poderosa,sexy
4,71,collar,poderoso/poderosa,despampanante
4,72,collar,poderoso/poderosa,sentimental
4,73,ala,masculino/masculina,femenino/femenina
4,74,ala,masculino/masculina,virgen
4,75,ala,masculino/masculina,sensual
4,76,ala,masculino/masculina,sexy
4,77,ala,masculino/masculina,despampanante
4,78,ala,masculino/masculina,sentimental
4,79,ala,macho,femenino/femenina
4,80,ala,macho,virgen
4,81,ala,macho,sensual
4,82,ala,macho,sexy
4,83,ala,macho,despampanante
4,84,ala,macho,sentimental
4,85,ala,forzudo/forzuda,femenino/femenina
4,86,ala,forzudo/forzuda,virgen
4,87,ala,forzudo/forzuda,sensual
4,88,ala,forzudo/forzuda,sexy
4,89,ala,forzudo/forzuda,despampanante
4,90,ala,forzudo/forzuda,sentimental
4,91,ala,primitivo/primitiva,femenino/femenina
4,92,ala,primitivo/primitiva,virgen
4,93,ala,primitivo/primitiva,sensual
4,94,ala,primitivo/primitiva,sexy
4,95,ala,primitivo/primitiva,despampanante
4,96,ala,primitivo/primitiva,sentimental
4,97,ala,vaquero/vaquera,femenino/femenina
4,98,ala,vaquero/vaquera,virgen
4,99,ala,vaquero/vaquera,sensual
4,100,ala,vaquero/vaquera,sexy
4,101,ala,vaquero/vaquera,despampanante
4,102,ala,vaquero/vaquera,sentimental
4,103,ala,poderoso/poderosa,femenino/femenina
4,104,ala,poderoso/poderosa,virgen
4,105,ala,poderoso/poderosa,sensual
4,106,ala,poderoso/poderosa,sexy
4,107,ala,poderoso/poderosa,despampanante
4,108,ala,poderoso/poderosa,sentimental
5,1,pantalones,masculino/masculina,femenino/femenina
5,2,pantalones,masculino/masculina,virgen
5,3,pantalones,masculino/masculina,sensual
5,4,pantalones,masculino/masculina,sexy
5,5,pantalones,masculino/masculina,despampanante
5,6,pantalones,masculino/masculina,sentimental
5,7,pantalones,macho,femenino/femenina
5,8,pantalones,macho,virgen
5,9,pantalones,macho,sensual
5,10,pantalones,macho,sexy
5,11,pantalones,macho,despampanante
5,12,pantalones,macho,sentimental
5,13,pantalones,forzudo/forzuda,femenino/femenina
5,14,pantalones,forzudo/forzuda,virgen
5,15,pantalones,forzudo/forzuda,sensual
5,16,pantalones,forzudo/forzuda,sexy
5,17,pantalones,forzudo/forzuda,despampanante
5,18,pantalones,forzudo/forzuda,sentimental
5,19,pantalones,primitivo/primitiva,femenino/femenina
5,20,pantalones,primitivo/primitiva,virgen
5,21,pantalones,primitivo/primitiva,sensual
5,22,pantalones,primitivo/primitiva,sexy
5,23,pantalones,primitivo/primitiva,despampanante
5,24,pantalones,primitivo/primitiva,sentimental
5,25,pantalones,vaquero/vaquera,femenino/femenina
5,26,pantalones,vaquero/vaquera,virgen
5,27,pantalones,vaquero/vaquera,sensual
5,28,pantalones,vaquero/vaquera,sexy
5,29,pantalones,vaquero/vaquera,despampanante
5,30,pantalones,vaquero/vaquera,sentimental
5,31,pantalones,poderoso/poderosa,femenino/femenina
5,32,pantalones,poderoso/poderosa,virgen
5,33,pantalones,poderoso/poderosa,sensual
5,34,pantalones,poderoso/poderosa,sexy
5,35,pantalones,poderoso/poderosa,despampanante
5,36,pantalones,poderoso/poderosa,sentimental
5,37,luna,masculino/masculina,femenino/femenina
5,38,luna,masculino/masculina,virgen
5,39,luna,masculino/masculina,sensual
5,40,luna,masculino/masculina,sexy
5,41,luna,masculino/masculina,despampanante
5,42,luna,masculino/masculina,sentimental
5,43,luna,macho,femenino/femenina
5,44,luna,macho,virgen
5,45,luna,macho,sensual
5,46,luna,macho,sexy
5,47,luna,macho,despampanante
5,48,luna,macho,sentimental
5,49,luna,forzudo/forzuda,femenino/femenina
5,50,luna,forzudo/forzuda,virgen
5,51,luna,forzudo/forzuda,sensual
5,52,luna,forzudo/forzuda,sexy
5,53,luna,forzudo/forzuda,despampanante
5,54,luna,forzudo/forzuda,sentimental
5,55,luna,primitivo/primitiva,femenino/femenina
5,56,luna,primitivo/primitiva,virgen
5,57,luna,primitivo/primitiva,sensual
5,58,luna,primitivo/primitiva,sexy
5,59,luna,primitivo/primitiva,despampanante
5,60,luna,primitivo/primitiva,sentimental
5,61,luna,vaquero/vaquera,femenino/femenina
5,62,luna,vaquero/vaquera,virgen
5,63,luna,vaquero/vaquera,sensual
5,64,luna,vaquero/vaquera,sexy
5,65,luna,vaquero/vaquera,despampanante
5,66,luna,vaquero/vaquera,sentimental
5,67,luna,poderoso/poderosa,femenino/femenina
5,68,luna,poderoso/poderosa,virgen
5,69,luna,poderoso/poderosa,sensual
5,70,luna,poderoso/poderosa,sexy
5,71,luna,poderoso/poderosa,despampanante
5,72,luna,poderoso/poderosa,sentimental
5,73,ratón,masculino/masculina,femenino/femenina
5,74,ratón,masculino/masculina,virgen
5,75,ratón,masculino/masculina,sensual
5,76,ratón,masculino/masculina,sexy
5,77,ratón,masculino/masculina,despampanante
5,78,ratón,masculino/masculina,sentimental
5,79,ratón,macho,femenino/femenina
5,80,ratón,macho,virgen
5,81,ratón,macho,sensual
5,82,ratón,macho,sexy
5,83,ratón,macho,despampanante
5,84,ratón,macho,sentimental
5,85,ratón,forzudo/forzuda,femenino/femenina
5,86,ratón,forzudo/forzuda,virgen
5,87,ratón,forzudo/forzuda,sensual
5,88,ratón,forzudo/forzuda,sexy
5,89,ratón,forzudo/forzuda,despampanante
5,90,ratón,forzudo/forzuda,sentimental
5,91,ratón,primitivo/primitiva,femenino/femenina
5,92,ratón,primitivo/primitiva,virgen
5,93,ratón,primitivo/primitiva,sensual
5,94,ratón,primitivo/primitiva,sexy
5,95,ratón,primitivo/primitiva,despampanante
5,96,ratón,primitivo/primitiva,sentimental
5,97,ratón,vaquero/vaquera,femenino/femenina
5,98,ratón,vaquero/vaquera,virgen
5,99,ratón,vaquero/vaquera,sensual
5,100,ratón,vaquero/vaquera,sexy
5,101,ratón,vaquero/vaquera,despampanante
5,102,ratón,vaquero/vaquera,sentimental
5,103,ratón,poderoso/poderosa,femenino/femenina
5,104,ratón,poderoso/poderosa,virgen
5,105,ratón,poderoso/poderosa,sensual
5,106,ratón,poderoso/poderosa,sexy
5,107,ratón,poderoso/poderosa,despampanante
5,108,ratón,poderoso/poderosa,sentimental
6,1,estrella,masculino/masculina,femenino/femenina
6,2,estrella,masculino/masculina,virgen
6,3,estrella,masculino/masculina,sensual
6,4,estrella,masculino/masculina,sexy
6,5,estrella,masculino/masculina,despampanante
6,6,estrella,masculino/masculina,sentimental
6,7,estrella,macho,femenino/femenina
6,8,estrella,macho,virgen
6,9,estrella,macho,sensual
6,10,estrella,macho,sexy
6,11,estrella,macho,despampanante
6,12,estrella,macho,sentimental
6,13,estrella,forzudo/forzuda,femenino/femenina
6,14,estrella,forzudo/forzuda,virgen
6,15,estrella,forzudo/forzuda,sensual
6,16,estrella,forzudo/forzuda,sexy
6,17,estrella,forzudo/forzuda,despampanante
6,18,estrella,forzudo/forzuda,sentimental
6,19,estrella,primitivo/primitiva,femenino/femenina
6,20,estrella,primitivo/primitiva,virgen
6,21,estrella,primitivo/primitiva,sensual
6,22,estrella,primitivo/primitiva,sexy
6,23,estrella,primitivo/primitiva,despampanante
6,24,estrella,primitivo/primitiva,sentimental
6,25,estrella,vaquero/vaquera,femenino/femenina
6,26,estrella,vaquero/vaquera,virgen
6,27,estrella,vaquero/vaquera,sensual
6,28,estrella,vaquero/vaquera,sexy
6,29,estrella,vaquero/vaquera,despampanante
6,30,estrella,vaquero/vaquera,sentimental
6,31,estrella,poderoso/poderosa,femenino/femenina
6,32,estrella,poderoso/poderosa,virgen
6,33,estrella,poderoso/poderosa,sensual
6,34,estrella,poderoso/poderosa,sexy
6,35,estrella,poderoso/poderosa,despampanante
6,36,estrella,poderoso/poderosa,sentimental
6,37,sol,masculino/masculina,femenino/femenina
6,38,sol,masculino/masculina,virgen
6,39,sol,masculino/masculina,sensual
6,40,sol,masculino/masculina,sexy
6,41,sol,masculino/masculina,despampanante
6,42,sol,masculino/masculina,sentimental
6,43,sol,macho,femenino/femenina
6,44,sol,macho,virgen
6,45,sol,macho,sensual
6,46,sol,macho,sexy
6,47,sol,macho,despampanante
6,48,sol,macho,sentimental
6,49,sol,forzudo/forzuda,femenino/femenina
6,50,sol,forzudo/forzuda,virgen
6,51,sol,forzudo/forzuda,sensual
6,52,sol,forzudo/forzuda,sexy
6,53,sol,forzudo/forzuda,despampanante
6,54,sol,forzudo/forzuda,sentimental
6,55,sol,primitivo/primitiva,femenino/femenina
6,56,sol,primitivo/primitiva,virgen
6,57,sol,primitivo/primitiva,sensual
6,58,sol,primitivo/primitiva,sexy
6,59,sol,primitivo/primitiva,despampanante
6,60,sol,primitivo/primitiva,sentimental
6,61,sol,vaquero/vaquera,femenino/femenina
6,62,sol,vaquero/vaquera,virgen
6,63,sol,vaquero/vaquera,sensual
6,64,sol,vaquero/vaquera,sexy
6,65,sol,vaquero/vaquera,despampanante
6,66,sol,vaquero/vaquera,sentimental
6,67,sol,poderoso/poderosa,femenino/femenina
6,68,sol,poderoso/poderosa,virgen
6,69,sol,poderoso/poderosa,sensual
6,70,sol,poderoso/poderosa,sexy
6,71,sol,poderoso/poderosa,despampanante
6,72,sol,poderoso/poderosa,sentimental
6,73,película,masculino/masculina,femenino/femenina
6,74,película,masculino/masculina,virgen
6,75,película,masculino/masculina,sensual
6,76,película,masculino/masculina,sexy
6,77,película,masculino/masculina,despampanante
6,78,película,masculino/masculina,sentimental
6,79,película,macho,femenino/femenina
6,80,película,macho,virgen
6,81,película,macho,sensual
6,82,película,macho,sexy
6,83,película,macho,despampanante
6,84,película,macho,sentimental
6,85,película,forzudo/forzuda,femenino/femenina
6,86,película,forzudo/forzuda,virgen
6,87,película,forzudo/forzuda,sensual
6,88,película,forzudo/forzuda,sexy
6,89,película,forzudo/forzuda,despampanante
6,90,película,forzudo/forzuda,sentimental
6,91,película,primitivo/primitiva,femenino/femenina
6,92,película,primitivo/primitiva,virgen
6,93,película,primitivo/primitiva,sensual
6,94,película,primitivo/primitiva,sexy
6,95,película,primitivo/primitiva,despampanante
6,96,película,primitivo/primitiva,sentimental
6,97,película,vaquero/vaquera,femenino/femenina
6,98,película,vaquero/vaquera,virgen
6,99,película,vaquero/vaquera,sensual
6,100,película,vaquero/vaquera,sexy
6,101,película,vaquero/vaquera,despampanante
6,102,película,vaquero/vaquera,sentimental
6,103,película,poderoso/poderosa,femenino/femenina
6,104,película,poderoso/poderosa,virgen
6,105,película,poderoso/poderosa,sensual
6,106,película,poderoso/poderosa,sexy
6,107,película,poderoso/poderosa,despampanante
6,108,película,poderoso/poderosa,sentimental
