"noun","RatingType","version","question","masculine_adjective","feminine_adjective","ResponseId","Rating","NounGroup","translation","en","de","NounID"
"ala","X29_Version.2",2,29,"vaquera","despampanante","R_5IpjuisdnxcAn6j",1,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_20IWnJ9Y7M5Oz2a",1,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_3NJQ2dbt642vAa7",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X25_Version.6",6,25,"vaquera","femenina","R_30Z6st5x6ay5cf8",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_1KOQ73ggagiHdEI",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_8igi9nJgRj7ocSW",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_2h5ZlneQ2kaLPK6",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X29_Version.2",2,29,"vaquera","despampanante","R_5i7EkjOspifrGfv",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X25_Version.6",6,25,"vaquera","femenina","R_5UV2ZFqEP9kAHgR",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_7vNfdvwlFjuLeqR",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_6nO98UG7qmWLPcI",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_5Ov0UzDlpcQAMuu",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X25_Version.6",6,25,"vaquera","femenina","R_3C2beK8x5fq3iUx",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_3HzaPJLbOChZMdP",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X30_Version.1",1,30,"vaquera","sentimental","R_7WOtFaRy5HOw9sG",1,"es-F.de-M","wing","wing","Flügel",30
"ala","X25_Version.6",6,25,"vaquera","femenina","R_5VlBbTzoze4UJu9",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X27_Version.4",4,27,"vaquera","sensual","R_3ndfYLVlLsFadJl",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X25_Version.6",6,25,"vaquera","femenina","R_22OcAsr0FaDujzX",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X29_Version.2",2,29,"vaquera","despampanante","R_3kgM5D8K2Qpxust",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X29_Version.2",2,29,"vaquera","despampanante","R_8vF9P1vcE4746HL",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X27_Version.4",4,27,"vaquera","sensual","R_5stDXIaDQgAYsBH",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X27_Version.4",4,27,"vaquera","sensual","R_3nV13TZnj8pI1qs",1,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_1rVqDsxs43rgNN7",1,"es-F.de-M","wing","wing","Flügel",30
"ala","X27_Version.4",4,27,"vaquera","sensual","R_61yOJ7m6o63uI5r",2,"es-F.de-M","wing","wing","Flügel",30
"ala","X28_Version.3",3,28,"vaquera","sexy","R_6U43iQbgXrnL0lI",2,"es-F.de-M","wing","wing","Flügel",30
"arena","X9_Version.4",4,9,"macho","sensual","R_5PRW13X00dHyxx8",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_1oh93oDo2ZU0l6M",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_3QLfr2fOUTKRoOh",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_6c1Vl2cWykcRvdX",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_1J5lHcVXSiRkziW",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_7GEaNYnbjP6zJFr",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_8ri7LlCvAhQsw3k",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_4DFGYjmUq8IeAJX",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_3HzaPJLbOChZMdP",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_5rGHeeVURIlVGnN",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7fvXF6QAaVgWSgV",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_6ikDmeuf58G0UhI",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_1rlwaBjFv61n2sQ",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_2ARTU0ojQYqDc0b",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_3glkypzOf6AB9Kx",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_8vF9P1vcE4746HL",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_7mn28D6XypnnvIF",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7Oh5Ai6QQ9VY7sd",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_3f6k2NV8H43E3OF",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_1fC0uvEvEGfVrrz",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_7kveVscN30wGayJ",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_1788XKeXhiRbpnA",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_6TEcPBe8MXa0cNP",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_7SqOzt70akQLc6l",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_3zjff2AckbGU5Vf",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_7WAr5fSaYuGE8eb",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_3jrccdJG89jSPui",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_32L4sg2gKsS0jxy",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_6gGzwip9OCH7jjC",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7KdURltDMpTei1M",1,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7idrcGhREKVI4PD",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_691arihTOE6YnCU",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_5sbgGbaVSR2XfkV",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_171gNYDxUyUgsyG",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_1C8SXql55t4Uq7i",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_1NJNcVpGTKnnhJA",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7QPlHuxCbTSVO6o",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_3MQK5tUVjaltLMx",1,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_5hiP0Ycxn5A7LrE",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_8GwVnxzAyJaSZhI",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_5UV2ZFqEP9kAHgR",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_8igi9nJgRj7ocSW",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_2h5ZlneQ2kaLPK6",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_3nZ3UHvoZg3NZEU",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_1rVqDsxs43rgNN7",2,"es-F.de-M","sand","sand","Sand",12
"arena","X10_Version.3",3,10,"macho","sexy","R_6U43iQbgXrnL0lI",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_7HsU5LkihlxamjL",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_1LSRuI7yjbkE3H6",1,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_7F3AvgMYp8OrN7V",2,"es-F.de-M","sand","sand","Sand",12
"arena","X12_Version.1",1,12,"macho","sentimental","R_1ci2Rn6UgyGljCV",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_3bHL8XsTopn0UAO",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_79Kv0sB8sYnZvRD",1,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_7DRW2PpTKlD82g1",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_1Zw4pw14eV1WY3T",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_2hTjW6bj4X5LZCU",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_6dXeIsVR7kVWPjf",2,"es-F.de-M","sand","sand","Sand",12
"arena","X11_Version.2",2,11,"macho","despampanante","R_1Fqrt2jvQ9vZoze",2,"es-F.de-M","sand","sand","Sand",12
"arena","X8_Version.5",5,8,"macho","virgen","R_2CBsnIVuwmOnxDS",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_22OcAsr0FaDujzX",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_5VlBbTzoze4UJu9",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_3C2beK8x5fq3iUx",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_5f0D6SoypYacFeU",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_1Nzgy3vDSOy0Sjn",2,"es-F.de-M","sand","sand","Sand",12
"arena","X7_Version.6",6,7,"macho","femenina","R_1ATL0ituyFrpYbY",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_3nV13TZnj8pI1qs",2,"es-F.de-M","sand","sand","Sand",12
"arena","X9_Version.4",4,9,"macho","sensual","R_61yOJ7m6o63uI5r",2,"es-F.de-M","sand","sand","Sand",12
