"noun","RatingType","version","question","masculine_adjective","feminine_adjective","ResponseId","Rating","NounGroup","translation","es","de","NounID"
"barn","X1_Version.1",1,1,"grandfatherly","grandmotherly","R_32y9J7YpDlrvK3Y",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X1_Version.1",1,1,"grandfatherly","grandmotherly","R_6JKtzpEKG5n4ncm",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X1_Version.1",1,1,"grandfatherly","grandmotherly","R_5QFn1VkyHojmpCt",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X1_Version.1",1,1,"grandfatherly","grandmotherly","R_7LkD6FzvkhMdxKY",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7wRG7nX7xV4TwbM",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7Eb4Kriey7JfGv5",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7OHwTJYhm40flK1",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_6tzjMlpGVRHn3CS",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_3s5X46Mht5C5o6k",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_6J8IsMBigpznOmu",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_3ioN2oaQTIrhGa5",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_5lGgYbpCrsr0UvL",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_1S63tSMYwwYl7bU",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7TzLsM5zlwxdsS1",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_1YlHWDMMr0occuK",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_72IWZBosyNUtmPy",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7zvuzXo8D4FSzwC",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_1dtlow3gRvnxtMO",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7dVc47LKXWz0ASJ",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X1_Version.1",1,1,"grandfatherly","grandmotherly","R_6d5kJOPb6RZArbG",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_1IC0gDs55gRB4TT",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X33_Version.5",5,33,"dapper","voluptuous","R_6mRdsyqlfuIYbwR",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X33_Version.5",5,33,"dapper","voluptuous","R_3qdFq9f4mfNPm7u",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X33_Version.5",5,33,"dapper","voluptuous","R_1qfA7gxgmuH4dFo",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X33_Version.5",5,33,"dapper","voluptuous","R_6MMXm8M2HPtQCQc",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_73gj4f1OKcdqpOz",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_72Rq7zbBlcCfdHD",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_1mkg7qM27OLaezj",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_5SR6EyNkGzBHj4B",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_5X0geaTZjiEQnlU",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_7ZOg4hgkP32FJZ9",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_7VFU10C4PLEoMxz",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_7S4OovRaeDpAk0x",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_72lGVj3FhNZ5mZA",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_5DZfrnFBv4Ewhhp",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_78SQ8sH1wW5S5Y5",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_6jt6m4B8bhJXKKd",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_5fHttHJmIMAGh6Q",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X35_Version.3",3,35,"dapper","statuesque","R_7xDUgwvRypyE9GD",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_11by2GByGop4jWN",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_7eUqAfLiIRdtKXL",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_5m4xFEQk0Y0jKup",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7pt5UvzJB2Xm0Bb",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_1QrtzZRs5BBEECm",2,"de-F.es-M","barn","granero","Scheune",1
"barn","X34_Version.4",4,34,"dapper","full-figured","R_7xx6MWCJLFR3Cqk",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_1guxo1swC06fwxn",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_3NIq1Idnrz8Kowe",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_5RPyQ7VQiCkL5UZ",1,"de-F.es-M","barn","granero","Scheune",1
"barn","X36_Version.2",2,36,"dapper","sexy","R_6pYc9wd0SCnHoUR",1,"de-F.es-M","barn","granero","Scheune",1
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6D5onUA0Mjc8J2W",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_6pYc9wd0SCnHoUR",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_3oqcrrqHoHQS9LH",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_3NIq1Idnrz8Kowe",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_342ztwIAVhmJ1NZ",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_7eUqAfLiIRdtKXL",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6NSmdx3d3DbwfWF",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_5fHttHJmIMAGh6Q",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_3s5X46Mht5C5o6k",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_5X0geaTZjiEQnlU",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_5RPyQ7VQiCkL5UZ",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_7pmkpLPlHIzV8WJ",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_3Nxqp3f40WzwoPq",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6YDsAl0bxyY2DLy",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_7jUqoU2QLMj2Cqx",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X15_Version.6",6,15,"hunky","voluptuous","R_6nNOOeBW2wPRuoO",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_3jv4xOP7d68gMEG",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_7jxr0hTdnFchUxX",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_7xtVbatLVVDVo3v",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X19_Version.2",2,19,"handsome","grandmotherly","R_1guxo1swC06fwxn",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_61iu5qjN0zKzsJq",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_7h3m90J8OlgwUBC",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_6KHeHx1Vwi3oCgw",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6ZF1TmvZz0RhsFr",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_3ioN2oaQTIrhGa5",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_6dYFL32OvDuNtLF",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_1S63tSMYwwYl7bU",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_1YlHWDMMr0occuK",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_72IWZBosyNUtmPy",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6WC2bL6ftdEAgSF",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_7VFU10C4PLEoMxz",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_7S4OovRaeDpAk0x",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_3SB2xaI2Em27xuT",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_7KVeRXpVdxBZQOP",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_5E73VCN3VIeWhAl",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_60TK4qLQAYzFuxv",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_6J8IsMBigpznOmu",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_72u91rG47que7Fk",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X17_Version.4",4,17,"hunky","statuesque","R_5lGgYbpCrsr0UvL",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6mRdsyqlfuIYbwR",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_3qdFq9f4mfNPm7u",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_1qfA7gxgmuH4dFo",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_1MDoBuJSKA8oPjG",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_7ZOg4hgkP32FJZ9",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_72o7aFsoew6AmGZ",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X18_Version.3",3,18,"hunky","sexy","R_1IC0gDs55gRB4TT",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_62Y8cyQ9joHYSok",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_6ySzVI68kz89qCd",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_110wVnu6p6oWuUw",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_54F1NwnOHmmZMOJ",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_8mkIKYRGIwuqhzn",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_71NlO0vIvXFGy9H",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_6JKtzpEKG5n4ncm",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_5QFn1VkyHojmpCt",1,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_7LkD6FzvkhMdxKY",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_6MMXm8M2HPtQCQc",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X15_Version.6",6,15,"hunky","voluptuous","R_5FIzBgf0kddV7tg",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X15_Version.6",6,15,"hunky","voluptuous","R_7wH89enMGnDVzpA",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_19aeRDCU9nMfNH8",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_1dKD8o9XABlA1oW",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X20_Version.1",1,20,"handsome","feminine","R_1Cx4vZTMJtk71Z7",2,"de-M.es-F","belly","barriga","Bauch",20
"belly","X16_Version.5",5,16,"hunky","full-figured","R_1DG3nVmI8ZcS2eO",2,"de-M.es-F","belly","barriga","Bauch",20
