"noun","RatingType","version","question","masculine_adjective","feminine_adjective","ResponseId","Rating","NounGroup","translation","en","es","NounID"
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_7njf5M08JSuRuA5",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_28znddU6yFT3Kxj",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_27eDowk408kPWFc",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_2fIqrg7Kglq4blu",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_1BA7FGaE4qzWo2i",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_1vOctJOfBMGqZ8d",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_1I5VNCfEVXTx3rf",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_5ZIehpFeOfvoqK5",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_5uVrFDU7yAN4lCe",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_4OZVLCBandzgEyw",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_5uNA2rkLxctmkwG",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_1dZny7EjZ2HQ1O3",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_1Qo1cLwiWO80W2s",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_1zkc6j9ep42b5EB",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2Emc1JP1hYcs6la",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_6G4inHZtM0iVL3P",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2OrKGD6TMEM0NYg",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_7w7xWrNVwyXqs4P",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_1EYed9KzEl4IXG4",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_5CAdsxDIxwzICIN",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_49N3lypXwFNBWdH",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_6PiBJSmgABfUwb1",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_2rSwPJw61iKVY6T",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_2eJdg77jMLyScz1",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_1GAJdCU8dyshWN8",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_4n89H8iTwA4O03E",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_3E6w7YQvAlswTcl",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2xjXRgQORMAJIbf",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_1w4nsjlNTPp6rIJ",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_27wfBFinNR3RgU9",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_4BzYeYd48nfLo6K",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_2ENiqzUX9oaAya3",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_4q9cGPRYtDTTAMx",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_40VOWbwJtsg9urs",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_1pElEWBlvCVRMGJ",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_7J1QHH82CrOkzSV",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_8gvFUFydLVG4Sb5",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_4Yt61MVAIbfSYAH",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_3w7F8mwrVcQObb6",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_4ah6uR7YtwmULTf",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2D1etCZaqcpAAYi",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_8pFjC9NM93CBexz",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_8IzR9ML3t6JAn96",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2Ho6oU0KaUXpU9J",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_2KGUp9wBjrzXG8t",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_5zqc6v6FKgiiOd3",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_6HVgjkWjTxMpmfL",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_5djdoLJTR1nFJY2",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_8I2dpoeTls6dZ9D",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_8ir22o7sZqkCojc",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_7c5y0Q6AxggezxM",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_15R8fiYuZfsTwJv",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_4Rwk7TXBoG12tSt",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_24Dcxr0KomoeBZ9",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_8mjfZ9oIv57XDln",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_2MRUZj2bFGgXj0G",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_1X08f1iG1LXv4OZ",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2HdhncTLBeDV3ra",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_2049mKQtReJFjYB",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_31jH4rD03ndQ4QR",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_3tDsFb5sLLg4cYP",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_2R0IedAHoMwVjz3",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_3PxowleFb8hSYVz",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_8QES8egoecAy7XB",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_2cLYTHryxmKLN7z",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_6iUUigp5uQmpCB5",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_22EXlzjjSZgND8d",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_1uqSXNXUaQmsxdK",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_2JfQF8BEHFRoOy3",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_21cY4VArmy6YQDF",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_3Ey7grebwPQHWd8",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_2idELkU694kaTF7",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_7IVR1l8wCLEzuxJ",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_27p1NUj7L5Fe9JP",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_4LhFdJzidujef45",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_3VN8zQmc4gnYTkZ",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_6A1libA5Oj095p7",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_29uKuxneVcfFSSJ",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_2YRGsHqFRNYc5JZ",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_82ZCJlmqxg2PuGl",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_4MRHYHVOfF1cppz",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_4H7wWX8CpDIkj4V",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_1CCtbYGYRkcY1Tg",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_24l9rkD6fzP5vFH",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2n9O4Niau9qHMg8",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X20_Version.1",1,20,"sterbend","fraulich","R_8KecoIj65MZMPNT",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_2tFLqKQB9NTDCW5",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_3TuyymO9uTxG2aJ",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2FUwqbDkylaXkKr",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_606tqkySY2I4vRq",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_7bN8wzM0PybCN6F",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_1JJTCOnFPNjVJrv",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_6K7FMSG0U6wwUuS",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X15_Version.6",6,15,"ungestalt","bildhübsch","R_1KiYmWi4DQJvZLj",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_8dy19NZbbXgupGq",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2vbIeXGGF4opTc4",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_7qx92qmyxpGSGEp",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X17_Version.4",4,17,"ungestalt","spindeldürr","R_7W9Y27cIbbhIhln",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_27v2fqflHq8XQkN",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_2PAK5NDbQ1n2h2i",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_54PGJFntrVCsE5b",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_55T2OeooUNEIGqP",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X19_Version.2",2,19,"sterbend","mütterlich","R_2rHvPUEbfsuyRgZ",2,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_6pTDRC36HKS1rjz",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X18_Version.3",3,18,"ungestalt","sentimentalisch","R_3hlvZ06Mk4Q2M1d",1,"de-M.es-F","belly","belly","barriga",20
"Bauch","X16_Version.5",5,16,"ungestalt","zärtlich","R_2XGe6kWyH7UBxUR",1,"de-M.es-F","belly","belly","barriga",20
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_2XGe6kWyH7UBxUR",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_7W9Y27cIbbhIhln",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_4OZVLCBandzgEyw",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_5ZIehpFeOfvoqK5",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_8gvFUFydLVG4Sb5",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_4Yt61MVAIbfSYAH",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_7w7xWrNVwyXqs4P",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_5uVrFDU7yAN4lCe",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_55T2OeooUNEIGqP",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_21cY4VArmy6YQDF",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_3Ey7grebwPQHWd8",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_2idELkU694kaTF7",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_7IVR1l8wCLEzuxJ",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_8mjfZ9oIv57XDln",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_2n9O4Niau9qHMg8",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_5uNA2rkLxctmkwG",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_27p1NUj7L5Fe9JP",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1zkc6j9ep42b5EB",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_2OSWTwL7yBkwYAp",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_84iwMwJLtGvwPeA",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1I5VNCfEVXTx3rf",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_7hGDK7AWK9r52KI",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_22PuIzXXXFINaMM",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_1CCtbYGYRkcY1Tg",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1pElEWBlvCVRMGJ",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_7J1QHH82CrOkzSV",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_8KecoIj65MZMPNT",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_7GqvkurTcIB1Dfc",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_27eDowk408kPWFc",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_1uqSXNXUaQmsxdK",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_27v2fqflHq8XQkN",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_2FPd9e8U83PwNh1",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_2JfQF8BEHFRoOy3",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X34_Version.6",6,34,"beruflich","zärtlich","R_3HRm4D1q9Gl69CP",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X34_Version.6",6,34,"beruflich","zärtlich","R_2dEKKzjj5RWXoKd",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_6K7FMSG0U6wwUuS",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X36_Version.4",4,36,"beruflich","sentimentalisch","R_4LhFdJzidujef45",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_29uKuxneVcfFSSJ",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_5djdoLJTR1nFJY2",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X35_Version.5",5,35,"beruflich","spindeldürr","R_6HVgjkWjTxMpmfL",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_6GxCsIXWx61gKsr",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_15R8fiYuZfsTwJv",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_4Rwk7TXBoG12tSt",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_24Dcxr0KomoeBZ9",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_2eJdg77jMLyScz1",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_2MRUZj2bFGgXj0G",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_4n89H8iTwA4O03E",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1QXg6SjrQf87ZU5",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1BA7FGaE4qzWo2i",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_1vOctJOfBMGqZ8d",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_2HdhncTLBeDV3ra",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_2FUwqbDkylaXkKr",1,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X2_Version.2",2,2,"männisch","fraulich","R_7bN8wzM0PybCN6F",2,"de-F.es-M","bridge","bridge","puente",3
"Brücke","X3_Version.1",1,3,"männisch","bildhübsch","R_3PxowleFb8hSYVz",1,"de-F.es-M","bridge","bridge","puente",3
